timestamp,open,high,low,close,volume,num_trades,volume_weighted_price,symbol,signal,strategy
2022-12-30 20:41:00+00:00,238.57,238.585,238.49,238.585,1308,16,238.529167,MSFT,hold,MovingAverageStrategy
2022-12-30 20:40:00+00:00,238.57,238.57,238.52,238.53,1782,16,238.542632,MSFT,hold,MovingAverageStrategy
2022-12-30 20:39:00+00:00,238.54,238.555,238.54,238.555,597,9,238.549,MSFT,hold,MovingAverageStrategy
2022-12-30 20:38:00+00:00,238.49,238.49,238.36,238.38,405,6,238.4125,MSFT,hold,MovingAverageStrategy
2022-12-30 20:37:00+00:00,238.5,238.58,238.5,238.515,1194,10,238.521874,MSFT,hold,MovingAverageStrategy
2022-12-30 20:36:00+00:00,238.4,238.495,238.4,238.495,1350,15,238.466667,MSFT,hold,MovingAverageStrategy
2022-12-30 20:35:00+00:00,238.5,238.61,238.42,238.42,1081,18,238.470625,MSFT,hold,MovingAverageStrategy
2022-12-30 20:34:00+00:00,238.48,238.61,238.48,238.55,829,14,238.54875,MSFT,hold,MovingAverageStrategy
2022-12-30 20:33:00+00:00,238.42,238.54,238.42,238.54,386,13,238.48,MSFT,hold,MovingAverageStrategy
2022-12-30 20:32:00+00:00,238.4,238.4,238.39,238.4,561,8,238.396,MSFT,hold,MovingAverageStrategy
2022-12-30 20:31:00+00:00,238.4,238.4,238.37,238.37,1102,16,238.3775,MSFT,hold,MovingAverageStrategy
2022-12-30 20:30:00+00:00,238.15,238.21,238.07,238.18,2131,24,238.144957,MSFT,hold,MovingAverageStrategy
2022-12-30 20:29:00+00:00,238.255,238.27,238.2,238.2,1042,11,238.2285,MSFT,hold,MovingAverageStrategy
2022-12-30 20:28:00+00:00,238.19,238.28,238.19,238.26,724,11,238.252857,MSFT,hold,MovingAverageStrategy
2022-12-30 20:27:00+00:00,238.265,238.285,238.2,238.28,1354,14,238.260417,MSFT,hold,MovingAverageStrategy
2022-12-30 20:26:00+00:00,238.26,238.33,238.25,238.275,1565,21,238.269804,MSFT,hold,MovingAverageStrategy
2022-12-30 20:25:00+00:00,238.405,238.405,238.25,238.25,1471,11,238.364286,MSFT,hold,MovingAverageStrategy
2022-12-30 20:24:00+00:00,238.4,238.465,238.4,238.405,970,7,238.425928,MSFT,hold,MovingAverageStrategy
2022-12-30 20:23:00+00:00,238.47,238.47,238.39,238.39,257,5,238.43,MSFT,hold,MovingAverageStrategy
2022-12-30 20:22:00+00:00,238.59,238.59,238.45,238.45,625,7,238.5,MSFT,hold,MovingAverageStrategy
2022-12-30 20:21:00+00:00,238.59,238.66,238.575,238.575,1277,10,238.6025,MSFT,hold,MovingAverageStrategy
2022-12-30 20:20:00+00:00,238.64,238.73,238.64,238.7,1205,16,238.68,MSFT,hold,MovingAverageStrategy
2022-12-30 20:18:00+00:00,238.815,238.815,238.66,238.68,1369,12,238.697971,MSFT,hold,MovingAverageStrategy
2022-12-30 20:17:00+00:00,238.68,238.77,238.67,238.77,1170,15,238.736364,MSFT,hold,MovingAverageStrategy
2022-12-30 20:16:00+00:00,238.86,238.87,238.725,238.775,1106,13,238.802727,MSFT,hold,MovingAverageStrategy
2022-12-30 20:15:00+00:00,238.7,239.0,238.7,238.91,2166,13,238.942857,MSFT,hold,MovingAverageStrategy
2022-12-30 20:14:00+00:00,238.69,238.69,238.57,238.59,1193,13,238.604545,MSFT,hold,MovingAverageStrategy
2022-12-30 20:13:00+00:00,238.68,238.71,238.65,238.69,1171,16,238.682727,MSFT,hold,MovingAverageStrategy
2022-12-30 20:12:00+00:00,238.49,238.75,238.49,238.75,306,6,238.661667,MSFT,hold,MovingAverageStrategy
2022-12-30 20:11:00+00:00,238.335,238.41,238.335,238.4,619,12,238.382,MSFT,hold,MovingAverageStrategy
2022-12-30 20:10:00+00:00,238.18,238.38,238.18,238.38,807,12,238.324286,MSFT,hold,MovingAverageStrategy
2022-12-30 20:09:00+00:00,238.19,238.22,238.19,238.22,510,10,238.205,MSFT,hold,MovingAverageStrategy
2022-12-30 20:08:00+00:00,238.21,238.23,238.21,238.23,662,13,238.226,MSFT,hold,MovingAverageStrategy
2022-12-30 20:07:00+00:00,238.105,238.15,238.07,238.14,1998,21,238.118174,MSFT,hold,MovingAverageStrategy
2022-12-30 20:06:00+00:00,238.2,238.2,238.1,238.1,1070,12,238.170556,MSFT,hold,MovingAverageStrategy
2022-12-30 20:05:00+00:00,238.22,238.25,238.19,238.2,502,5,238.212,MSFT,hold,MovingAverageStrategy
2022-12-30 20:04:00+00:00,238.295,238.38,238.15,238.185,1261,17,238.248636,MSFT,hold,MovingAverageStrategy
2022-12-30 20:03:00+00:00,238.23,238.35,238.23,238.28,601,15,238.2975,MSFT,hold,MovingAverageStrategy
2022-12-30 20:02:00+00:00,237.92,238.1,237.92,238.1,376,7,238.013333,MSFT,hold,MovingAverageStrategy
2022-12-30 20:01:00+00:00,237.845,237.97,237.845,237.97,216,5,237.9075,MSFT,hold,MovingAverageStrategy
2022-12-30 20:00:00+00:00,237.7,237.79,237.7,237.79,327,6,237.73,MSFT,hold,MovingAverageStrategy
2022-12-30 19:59:00+00:00,237.71,237.73,237.7,237.7,1193,17,237.7145,MSFT,hold,MovingAverageStrategy
2022-12-30 19:58:00+00:00,237.635,237.75,237.635,237.75,875,13,237.699375,MSFT,hold,MovingAverageStrategy
2022-12-30 19:57:00+00:00,237.51,237.655,237.51,237.655,503,6,237.541,MSFT,hold,MovingAverageStrategy
2022-12-30 19:56:00+00:00,237.57,237.6,237.57,237.6,345,5,237.585,MSFT,hold,MovingAverageStrategy
2022-12-30 19:55:00+00:00,237.68,237.68,237.61,237.61,239,6,237.645,MSFT,hold,MovingAverageStrategy
2022-12-30 19:54:00+00:00,237.66,237.68,237.66,237.68,239,3,237.671597,MSFT,hold,MovingAverageStrategy
2022-12-30 19:53:00+00:00,237.74,237.74,237.74,237.74,101,2,237.74,MSFT,hold,MovingAverageStrategy
2022-12-30 19:52:00+00:00,237.7,237.7,237.7,237.7,205,6,237.7,MSFT,hold,MovingAverageStrategy
2022-12-30 19:49:00+00:00,237.34,237.37,237.325,237.37,463,7,237.35125,MSFT,hold,MovingAverageStrategy
2022-12-30 19:48:00+00:00,237.4,237.4,237.35,237.38,914,14,237.372434,MSFT,hold,MovingAverageStrategy
2022-12-30 19:47:00+00:00,237.43,237.43,237.43,237.43,102,2,237.43,MSFT,hold,MovingAverageStrategy
2022-12-30 19:46:00+00:00,237.5,237.5,237.5,237.5,163,7,237.5,MSFT,hold,MovingAverageStrategy
2022-12-30 19:45:00+00:00,237.58,237.59,237.565,237.565,447,5,237.57875,MSFT,hold,MovingAverageStrategy
2022-12-30 19:44:00+00:00,237.44,237.44,237.42,237.42,290,5,237.43,MSFT,hold,MovingAverageStrategy
2022-12-30 19:43:00+00:00,237.48,237.48,237.48,237.48,106,2,237.48,MSFT,hold,MovingAverageStrategy
2022-12-30 19:42:00+00:00,237.44,237.44,237.41,237.42,366,12,237.423333,MSFT,hold,MovingAverageStrategy
2022-12-30 19:41:00+00:00,237.43,237.43,237.42,237.42,307,5,237.423333,MSFT,hold,MovingAverageStrategy
2022-12-30 19:40:00+00:00,237.51,237.51,237.51,237.51,306,7,237.51,MSFT,hold,MovingAverageStrategy
2022-12-30 19:39:00+00:00,237.57,237.57,237.57,237.57,203,3,237.57,MSFT,hold,MovingAverageStrategy
2022-12-30 19:38:00+00:00,237.51,237.57,237.51,237.525,601,4,237.53,MSFT,hold,MovingAverageStrategy
2022-12-30 19:37:00+00:00,237.53,237.53,237.47,237.47,963,7,237.484444,MSFT,hold,MovingAverageStrategy
2022-12-30 19:36:00+00:00,237.53,237.53,237.5,237.53,455,6,237.52,MSFT,hold,MovingAverageStrategy
2022-12-30 19:35:00+00:00,237.59,237.67,237.52,237.52,611,7,237.605986,MSFT,hold,MovingAverageStrategy
2022-12-30 19:34:00+00:00,237.68,237.73,237.68,237.73,937,13,237.714924,MSFT,hold,MovingAverageStrategy
2022-12-30 19:33:00+00:00,237.57,237.57,237.56,237.56,450,3,237.5675,MSFT,hold,MovingAverageStrategy
2022-12-30 19:32:00+00:00,237.75,237.75,237.6,237.6,1502,7,237.659,MSFT,hold,MovingAverageStrategy
2022-12-30 19:31:00+00:00,237.79,237.79,237.74,237.74,215,4,237.765,MSFT,hold,MovingAverageStrategy
2022-12-30 19:30:00+00:00,237.575,237.635,237.575,237.635,1829,7,237.594909,MSFT,hold,MovingAverageStrategy
2022-12-30 19:29:00+00:00,237.49,237.57,237.49,237.57,601,6,237.521667,MSFT,hold,MovingAverageStrategy
2022-12-30 19:28:00+00:00,237.43,237.465,237.43,237.465,202,3,237.4475,MSFT,hold,MovingAverageStrategy
2022-12-30 19:27:00+00:00,237.29,237.39,237.29,237.39,303,4,237.33,MSFT,hold,MovingAverageStrategy
2022-12-30 19:26:00+00:00,237.25,237.25,237.25,237.25,287,3,237.25,MSFT,hold,MovingAverageStrategy
2022-12-30 19:25:00+00:00,237.255,237.27,237.25,237.27,1894,12,237.255304,MSFT,hold,MovingAverageStrategy
2022-12-30 19:24:00+00:00,237.3,237.3,237.255,237.27,1107,11,237.271441,MSFT,hold,MovingAverageStrategy
2022-12-30 19:23:00+00:00,237.085,237.24,237.085,237.24,309,7,237.165,MSFT,hold,MovingAverageStrategy
2022-12-30 19:22:00+00:00,237.16,237.16,237.085,237.085,944,6,237.101489,MSFT,hold,MovingAverageStrategy
2022-12-30 19:21:00+00:00,237.13,237.13,237.13,237.13,127,4,237.13,MSFT,hold,MovingAverageStrategy
2022-12-30 19:20:00+00:00,237.15,237.15,237.105,237.15,845,13,237.121875,MSFT,hold,MovingAverageStrategy
2022-12-30 19:19:00+00:00,237.145,237.21,237.145,237.2,826,13,237.1875,MSFT,hold,MovingAverageStrategy
2022-12-30 19:18:00+00:00,237.14,237.23,237.14,237.14,3295,22,237.173424,MSFT,hold,MovingAverageStrategy
2022-12-30 19:17:00+00:00,237.21,237.23,237.21,237.23,440,12,237.2175,MSFT,hold,MovingAverageStrategy
2022-12-30 19:16:00+00:00,237.15,237.15,237.11,237.14,553,9,237.135,MSFT,hold,MovingAverageStrategy
2022-12-30 19:15:00+00:00,237.15,237.15,237.15,237.15,250,6,237.15,MSFT,hold,MovingAverageStrategy
2022-12-30 19:14:00+00:00,237.42,237.42,237.24,237.28,1163,28,237.285714,MSFT,hold,MovingAverageStrategy
2022-12-30 19:09:00+00:00,237.21,237.21,237.1,237.1,303,5,237.143333,MSFT,hold,MovingAverageStrategy
2022-12-30 19:07:00+00:00,237.18,237.19,237.15,237.19,803,9,237.178033,MSFT,hold,MovingAverageStrategy
2022-12-30 19:06:00+00:00,237.2,237.26,237.2,237.26,265,7,237.23,MSFT,hold,MovingAverageStrategy
2022-12-30 19:05:00+00:00,237.21,237.28,237.2,237.28,508,9,237.218,MSFT,hold,MovingAverageStrategy
2022-12-30 19:04:00+00:00,237.36,237.36,237.25,237.25,453,5,237.2775,MSFT,hold,MovingAverageStrategy
2022-12-30 19:03:00+00:00,237.555,237.555,237.36,237.36,469,12,237.44625,MSFT,hold,MovingAverageStrategy
2022-12-30 19:02:00+00:00,237.51,237.51,237.51,237.51,115,5,237.51,MSFT,hold,MovingAverageStrategy
2022-12-30 19:01:00+00:00,237.55,237.55,237.55,237.55,109,5,237.55,MSFT,hold,MovingAverageStrategy
2022-12-30 19:00:00+00:00,237.66,237.66,237.66,237.66,107,5,237.66,MSFT,hold,MovingAverageStrategy
2022-12-30 18:59:00+00:00,237.585,237.65,237.575,237.62,1654,25,237.613213,MSFT,hold,MovingAverageStrategy
2022-12-30 18:58:00+00:00,237.64,237.64,237.6,237.62,1195,10,237.619573,MSFT,hold,MovingAverageStrategy
2022-12-30 18:57:00+00:00,237.73,237.73,237.73,237.73,163,5,237.73,MSFT,hold,MovingAverageStrategy
2022-12-30 18:56:00+00:00,237.78,237.78,237.73,237.76,1319,17,237.760234,MSFT,hold,MovingAverageStrategy
2022-12-30 18:55:00+00:00,237.83,237.83,237.83,237.83,102,3,237.83,MSFT,hold,MovingAverageStrategy
2022-12-30 18:54:00+00:00,237.73,237.88,237.73,237.88,514,8,237.824,MSFT,hold,MovingAverageStrategy
2022-12-30 18:52:00+00:00,237.7,237.7,237.67,237.69,340,7,237.686667,MSFT,hold,MovingAverageStrategy
2022-12-30 18:51:00+00:00,237.67,237.67,237.67,237.67,160,2,237.67,MSFT,hold,MovingAverageStrategy
2022-12-30 18:50:00+00:00,237.75,237.75,237.72,237.72,258,4,237.735,MSFT,hold,MovingAverageStrategy
2022-12-30 18:47:00+00:00,237.705,237.705,237.705,237.705,131,7,237.705,MSFT,hold,MovingAverageStrategy
2022-12-30 18:45:00+00:00,237.84,237.84,237.84,237.84,101,2,237.84,MSFT,hold,MovingAverageStrategy
2022-12-30 18:44:00+00:00,237.81,237.88,237.77,237.88,614,10,237.821667,MSFT,hold,MovingAverageStrategy
2022-12-30 18:43:00+00:00,237.82,237.82,237.8,237.8,309,8,237.81,MSFT,hold,MovingAverageStrategy
2022-12-30 18:42:00+00:00,237.85,237.91,237.85,237.91,473,10,237.865,MSFT,hold,MovingAverageStrategy
2022-12-30 18:41:00+00:00,237.87,237.89,237.83,237.855,475,11,237.86125,MSFT,hold,MovingAverageStrategy
2022-12-30 18:40:00+00:00,237.97,237.97,237.89,237.92,362,7,237.926667,MSFT,hold,MovingAverageStrategy
2022-12-30 18:39:00+00:00,238.02,238.02,237.925,237.99,704,8,237.965,MSFT,hold,MovingAverageStrategy
2022-12-30 18:38:00+00:00,238.01,238.06,238.01,238.03,919,17,238.033778,MSFT,hold,MovingAverageStrategy
2022-12-30 18:37:00+00:00,238.08,238.08,238.08,238.08,375,8,238.08,MSFT,hold,MovingAverageStrategy
2022-12-30 18:36:00+00:00,238.12,238.12,238.12,238.12,111,3,238.12,MSFT,hold,MovingAverageStrategy
2022-12-30 18:35:00+00:00,238.33,238.33,238.11,238.11,242,7,238.22,MSFT,hold,MovingAverageStrategy
2022-12-30 18:34:00+00:00,238.155,238.155,238.115,238.115,240,4,238.135,MSFT,hold,MovingAverageStrategy
2022-12-30 18:33:00+00:00,238.22,238.22,238.14,238.14,310,6,238.18,MSFT,hold,MovingAverageStrategy
2022-12-30 18:31:00+00:00,238.18,238.18,238.18,238.18,104,5,238.18,MSFT,hold,MovingAverageStrategy
2022-12-30 18:30:00+00:00,238.15,238.15,238.15,238.15,212,16,238.15,MSFT,hold,MovingAverageStrategy
2022-12-30 18:29:00+00:00,237.65,237.94,237.65,237.94,226,4,237.795,MSFT,hold,MovingAverageStrategy
2022-12-30 18:27:00+00:00,237.54,237.54,237.48,237.5,997,11,237.498889,MSFT,hold,MovingAverageStrategy
2022-12-30 18:26:00+00:00,237.36,237.37,237.36,237.37,312,5,237.365,MSFT,hold,MovingAverageStrategy
2022-12-30 18:25:00+00:00,237.52,237.52,237.33,237.33,421,9,237.393333,MSFT,hold,MovingAverageStrategy
2022-12-30 18:24:00+00:00,237.72,237.73,237.68,237.73,890,15,237.706875,MSFT,hold,MovingAverageStrategy
2022-12-30 18:23:00+00:00,237.595,237.72,237.595,237.72,318,6,237.665,MSFT,hold,MovingAverageStrategy
2022-12-30 18:22:00+00:00,237.79,237.8,237.62,237.62,444,5,237.74,MSFT,hold,MovingAverageStrategy
2022-12-30 18:21:00+00:00,237.89,237.89,237.78,237.78,530,5,237.838,MSFT,hold,MovingAverageStrategy
2022-12-30 18:20:00+00:00,238.13,238.13,238.13,238.13,142,6,238.13,MSFT,hold,MovingAverageStrategy
2022-12-30 18:19:00+00:00,238.25,238.29,238.23,238.29,801,7,238.260356,MSFT,hold,MovingAverageStrategy
2022-12-30 18:18:00+00:00,238.5,238.5,238.3,238.33,2963,18,238.363233,MSFT,hold,MovingAverageStrategy
2022-12-30 18:17:00+00:00,238.525,238.525,238.485,238.49,1348,5,238.518101,MSFT,hold,MovingAverageStrategy
2022-12-30 18:16:00+00:00,238.63,238.63,238.53,238.53,448,2,238.607679,MSFT,hold,MovingAverageStrategy
2022-12-30 18:15:00+00:00,238.67,238.67,238.56,238.58,1334,9,238.571207,MSFT,hold,MovingAverageStrategy
2022-12-30 18:14:00+00:00,238.685,238.685,238.685,238.685,166,4,238.685,MSFT,hold,MovingAverageStrategy
2022-12-30 18:13:00+00:00,238.71,238.71,238.71,238.71,101,2,238.71,MSFT,hold,MovingAverageStrategy
2022-12-30 18:12:00+00:00,238.78,238.78,238.75,238.75,302,5,238.765075,MSFT,hold,MovingAverageStrategy
2022-12-30 18:11:00+00:00,238.79,238.79,238.74,238.79,329,6,238.773333,MSFT,hold,MovingAverageStrategy
2022-12-30 18:10:00+00:00,238.77,238.77,238.76,238.77,916,12,238.764318,MSFT,hold,MovingAverageStrategy
2022-12-30 18:07:00+00:00,238.89,238.89,238.82,238.82,300,6,238.855,MSFT,hold,MovingAverageStrategy
2022-12-30 18:05:00+00:00,238.88,238.88,238.835,238.835,361,7,238.8575,MSFT,hold,MovingAverageStrategy
2022-12-30 18:04:00+00:00,239.01,239.01,238.965,238.965,408,8,238.98,MSFT,hold,MovingAverageStrategy
2022-12-30 18:03:00+00:00,238.97,238.97,238.97,238.97,111,3,238.97,MSFT,hold,MovingAverageStrategy
2022-12-30 18:02:00+00:00,238.945,238.945,238.785,238.785,533,13,238.8775,MSFT,hold,MovingAverageStrategy
2022-12-30 18:01:00+00:00,238.995,239.0,238.95,238.98,1066,8,238.987755,MSFT,hold,MovingAverageStrategy
2022-12-30 18:00:00+00:00,239.02,239.02,239.02,239.02,211,6,239.02,MSFT,hold,MovingAverageStrategy
2022-12-30 17:59:00+00:00,238.68,239.17,238.68,239.165,1941,30,238.856779,MSFT,hold,MovingAverageStrategy
2022-12-30 17:58:00+00:00,238.68,238.68,238.65,238.66,502,5,238.661,MSFT,hold,MovingAverageStrategy
2022-12-30 17:57:00+00:00,238.68,238.68,238.68,238.68,105,4,238.68,MSFT,hold,MovingAverageStrategy
2022-12-30 17:55:00+00:00,238.7,238.7,238.7,238.7,416,4,238.7,MSFT,hold,MovingAverageStrategy
2022-12-30 17:53:00+00:00,238.775,238.775,238.775,238.775,201,8,238.775,MSFT,hold,MovingAverageStrategy
2022-12-30 17:51:00+00:00,239.1,239.1,238.94,238.94,1448,14,239.04,MSFT,hold,MovingAverageStrategy
2022-12-30 17:49:00+00:00,238.84,238.84,238.83,238.83,205,5,238.835,MSFT,hold,MovingAverageStrategy
2022-12-30 17:48:00+00:00,238.95,238.97,238.88,238.88,495,11,238.933333,MSFT,hold,MovingAverageStrategy
2022-12-30 17:47:00+00:00,238.885,239.06,238.885,239.06,500,5,238.975,MSFT,hold,MovingAverageStrategy
2022-12-30 17:46:00+00:00,238.97,238.97,238.97,238.97,145,4,238.97,MSFT,hold,MovingAverageStrategy
2022-12-30 17:45:00+00:00,239.0,239.03,238.99,239.01,2486,25,239.019333,MSFT,hold,MovingAverageStrategy
2022-12-30 17:44:00+00:00,238.91,239.03,238.91,239.03,600,9,239.004,MSFT,hold,MovingAverageStrategy
2022-12-30 17:43:00+00:00,238.86,238.88,238.86,238.88,309,4,238.866667,MSFT,hold,MovingAverageStrategy
2022-12-30 17:42:00+00:00,238.87,238.87,238.87,238.87,206,6,238.87,MSFT,hold,MovingAverageStrategy
2022-12-30 17:41:00+00:00,238.85,238.85,238.85,238.85,425,7,238.85,MSFT,hold,MovingAverageStrategy
2022-12-30 17:40:00+00:00,238.87,238.87,238.87,238.87,200,5,238.87,MSFT,hold,MovingAverageStrategy
2022-12-30 17:39:00+00:00,238.95,238.95,238.95,238.95,241,6,238.95,MSFT,hold,MovingAverageStrategy
2022-12-30 17:38:00+00:00,239.02,239.02,239.02,239.02,261,7,239.02,MSFT,hold,MovingAverageStrategy
2022-12-30 17:37:00+00:00,239.31,239.31,239.29,239.29,206,6,239.3,MSFT,hold,MovingAverageStrategy
2022-12-30 17:36:00+00:00,239.325,239.325,239.325,239.325,102,3,239.325,MSFT,hold,MovingAverageStrategy
2022-12-30 17:35:00+00:00,239.07,239.29,239.07,239.29,425,6,239.20625,MSFT,hold,MovingAverageStrategy
2022-12-30 17:34:00+00:00,239.23,239.23,239.17,239.17,373,12,239.19,MSFT,hold,MovingAverageStrategy
2022-12-30 17:32:00+00:00,239.04,239.24,239.04,239.24,415,9,239.1375,MSFT,hold,MovingAverageStrategy
2022-12-30 17:31:00+00:00,239.0,239.0,239.0,239.0,201,3,239.0,MSFT,hold,MovingAverageStrategy
2022-12-30 17:30:00+00:00,239.17,239.18,239.17,239.18,447,8,239.176667,MSFT,hold,MovingAverageStrategy
2022-12-30 17:29:00+00:00,239.03,239.03,239.0,239.0,343,10,239.015,MSFT,hold,MovingAverageStrategy
2022-12-30 17:28:00+00:00,238.94,239.0,238.94,238.995,1361,12,238.986169,MSFT,hold,MovingAverageStrategy
2022-12-30 17:27:00+00:00,239.15,239.15,239.11,239.11,713,11,239.136667,MSFT,hold,MovingAverageStrategy
2022-12-30 17:26:00+00:00,239.06,239.09,239.06,239.09,289,13,239.075,MSFT,hold,MovingAverageStrategy
2022-12-30 17:25:00+00:00,239.09,239.09,239.09,239.09,217,11,239.09,MSFT,hold,MovingAverageStrategy
2022-12-30 17:24:00+00:00,239.07,239.07,239.07,239.07,104,3,239.07,MSFT,hold,MovingAverageStrategy
2022-12-30 17:22:00+00:00,239.06,239.06,239.06,239.06,223,8,239.06,MSFT,hold,MovingAverageStrategy
2022-12-30 17:21:00+00:00,238.97,239.14,238.97,239.14,704,9,239.021667,MSFT,hold,MovingAverageStrategy
2022-12-30 17:20:00+00:00,239.01,239.01,239.01,239.01,365,10,239.01,MSFT,hold,MovingAverageStrategy
2022-12-30 17:19:00+00:00,238.95,238.96,238.95,238.96,462,8,238.953333,MSFT,hold,MovingAverageStrategy
2022-12-30 17:18:00+00:00,239.0,239.0,238.95,238.95,200,2,238.975,MSFT,hold,MovingAverageStrategy
2022-12-30 17:17:00+00:00,239.13,239.13,239.0,239.0,439,5,239.058962,MSFT,hold,MovingAverageStrategy
2022-12-30 17:16:00+00:00,238.93,239.125,238.91,239.125,562,6,238.962632,MSFT,buy,MovingAverageStrategy
2022-12-30 17:15:00+00:00,238.82,238.93,238.82,238.93,201,3,238.875,MSFT,buy,MovingAverageStrategy
2022-12-30 17:14:00+00:00,238.55,238.575,238.54,238.575,693,11,238.5475,MSFT,buy,MovingAverageStrategy
2022-12-30 17:13:00+00:00,238.73,238.73,238.66,238.66,288,5,238.695,MSFT,buy,MovingAverageStrategy
2022-12-30 17:12:00+00:00,238.8,238.88,238.77,238.77,605,5,238.828333,MSFT,buy,MovingAverageStrategy
2022-12-30 17:11:00+00:00,238.72,238.72,238.72,238.72,148,4,238.72,MSFT,buy,MovingAverageStrategy
2022-12-30 17:10:00+00:00,238.55,238.69,238.55,238.69,211,6,238.62,MSFT,buy,MovingAverageStrategy
2022-12-30 17:07:00+00:00,238.46,238.515,238.46,238.515,371,5,238.48981,MSFT,buy,MovingAverageStrategy
2022-12-30 17:06:00+00:00,238.47,238.48,238.41,238.48,515,7,238.4525,MSFT,buy,MovingAverageStrategy
2022-12-30 17:05:00+00:00,238.53,238.53,238.49,238.49,280,5,238.51,MSFT,buy,MovingAverageStrategy
2022-12-30 17:04:00+00:00,238.71,238.71,238.55,238.55,566,6,238.615,MSFT,buy,MovingAverageStrategy
2022-12-30 17:03:00+00:00,238.75,238.75,238.75,238.75,123,4,238.75,MSFT,buy,MovingAverageStrategy
2022-12-30 17:02:00+00:00,238.65,238.65,238.65,238.65,101,2,238.65,MSFT,buy,MovingAverageStrategy
2022-12-30 17:01:00+00:00,238.72,238.75,238.69,238.75,660,7,238.709231,MSFT,buy,MovingAverageStrategy
2022-12-30 16:59:00+00:00,238.86,238.91,238.86,238.91,200,2,238.885,MSFT,buy,MovingAverageStrategy
2022-12-30 16:58:00+00:00,238.9,238.9,238.88,238.88,407,8,238.89,MSFT,buy,MovingAverageStrategy
2022-12-30 16:57:00+00:00,238.815,238.93,238.815,238.93,672,7,238.910833,MSFT,buy,MovingAverageStrategy
2022-12-30 16:56:00+00:00,238.32,238.74,238.32,238.74,725,9,238.536667,MSFT,buy,MovingAverageStrategy
2022-12-30 16:55:00+00:00,238.545,238.55,238.385,238.385,995,11,238.511874,MSFT,buy,MovingAverageStrategy
2022-12-30 16:54:00+00:00,238.57,238.57,238.54,238.54,554,13,238.5475,MSFT,buy,MovingAverageStrategy
2022-12-30 16:53:00+00:00,238.59,238.59,238.59,238.59,113,3,238.59,MSFT,buy,MovingAverageStrategy
2022-12-30 16:52:00+00:00,238.53,238.56,238.46,238.46,516,7,238.508,MSFT,buy,MovingAverageStrategy
2022-12-30 16:51:00+00:00,238.525,238.58,238.525,238.58,271,4,238.5525,MSFT,buy,MovingAverageStrategy
2022-12-30 16:49:00+00:00,238.65,238.65,238.61,238.62,603,8,238.625,MSFT,buy,MovingAverageStrategy
2022-12-30 16:48:00+00:00,238.605,238.605,238.59,238.6,469,5,238.596795,MSFT,buy,MovingAverageStrategy
2022-12-30 16:47:00+00:00,238.53,238.53,238.45,238.45,308,7,238.49,MSFT,buy,MovingAverageStrategy
2022-12-30 16:46:00+00:00,238.345,238.39,238.345,238.39,576,14,238.3625,MSFT,buy,MovingAverageStrategy
2022-12-30 16:45:00+00:00,238.4,238.4,238.39,238.39,500,5,238.3975,MSFT,buy,MovingAverageStrategy
