timestamp,open_price,high_price,low_price,close_price,volume,num_trades,volume_weighted_price,symbol
2022-03-29 13:54:00+00:00,177.045,177.24,177.03,177.22,3652,36,177.100707,AAPL
2022-03-29 13:53:00+00:00,177.09,177.1,176.92,177.05,7024,63,177.03,AAPL
2022-03-29 13:52:00+00:00,177.43,177.47,177.03,177.08,5064,54,177.175017,AAPL
2022-03-29 13:51:00+00:00,177.56,177.645,177.42,177.43,5400,51,177.58802,AAPL
2022-03-29 13:50:00+00:00,177.41,177.63,177.37,177.57,6914,74,177.555133,AAPL
2022-03-29 13:49:00+00:00,177.64,177.64,177.34,177.5,2060,31,177.430588,AAPL
2022-03-29 13:48:00+00:00,178.09,178.11,177.48,177.54,11450,100,177.817837,AAPL
2022-03-29 13:47:00+00:00,177.74,178.08,177.74,178.08,5589,60,177.91368,AAPL
2022-03-29 13:46:00+00:00,177.485,177.71,177.485,177.7,9613,67,177.577641,AAPL
2022-03-29 13:45:00+00:00,177.38,177.5,177.33,177.46,10164,54,177.433972,AAPL
2022-03-29 13:44:00+00:00,177.24,177.3,177.24,177.29,2086,21,177.279794,AAPL
2022-03-29 13:43:00+00:00,177.37,177.42,177.2,177.26,4522,43,177.284698,AAPL
2022-03-29 13:42:00+00:00,177.12,177.39,177.01,177.3,5431,74,177.219087,AAPL
2022-03-29 13:41:00+00:00,177.14,177.14,176.93,177.12,7198,69,177.041729,AAPL
2022-03-29 13:40:00+00:00,177.16,177.24,176.91,177.1,7200,95,177.059335,AAPL
2022-03-29 13:39:00+00:00,177.44,177.48,177.03,177.15,21568,89,177.194655,AAPL
2022-03-29 13:38:00+00:00,177.18,177.32,177.15,177.215,5417,46,177.23106,AAPL
2022-03-29 13:37:00+00:00,177.03,177.34,177.0,177.17,11636,83,177.152288,AAPL
2022-03-29 13:36:00+00:00,177.5,177.525,177.03,177.03,11860,90,177.302299,AAPL
2022-03-29 13:35:00+00:00,177.43,177.54,177.2,177.51,7019,74,177.302976,AAPL
2022-03-29 13:34:00+00:00,177.425,177.505,177.36,177.37,8239,77,177.466725,AAPL
2022-03-29 13:33:00+00:00,177.44,177.5,177.28,177.43,20413,139,177.398806,AAPL
2022-03-29 13:32:00+00:00,177.04,177.415,177.04,177.395,12087,116,177.323599,AAPL
2022-03-29 13:31:00+00:00,177.0,177.27,177.0,177.12,30288,160,177.064636,AAPL
2022-03-29 13:30:00+00:00,176.86,176.94,176.35,176.92,11518,159,176.721004,AAPL
2022-03-28 19:59:00+00:00,175.58,175.72,175.51,175.61,24767,206,175.612798,AAPL
2022-03-28 19:58:00+00:00,175.44,175.58,175.44,175.58,31293,212,175.48177,AAPL
2022-03-28 19:57:00+00:00,175.36,175.45,175.36,175.44,23819,164,175.401855,AAPL
2022-03-28 19:56:00+00:00,175.24,175.36,175.21,175.36,12495,96,175.290469,AAPL
2022-03-28 19:55:00+00:00,175.23,175.3,175.18,175.23,21522,162,175.255249,AAPL
2022-03-28 19:54:00+00:00,175.095,175.25,175.07,175.24,13528,110,175.147348,AAPL
2022-03-28 19:53:00+00:00,174.935,175.085,174.935,175.085,8053,75,175.001487,AAPL
2022-03-28 19:52:00+00:00,174.95,174.95,174.845,174.94,4354,51,174.912179,AAPL
2022-03-28 19:51:00+00:00,174.85,174.95,174.84,174.95,8656,80,174.890491,AAPL
2022-03-28 19:50:00+00:00,175.14,175.14,174.825,174.87,15116,126,174.911613,AAPL
2022-03-28 19:49:00+00:00,175.12,175.155,175.105,175.15,3289,35,175.129833,AAPL
2022-03-28 19:48:00+00:00,175.145,175.17,175.11,175.11,5565,45,175.145963,AAPL
2022-03-28 19:47:00+00:00,175.105,175.15,175.105,175.14,5252,52,175.136693,AAPL
2022-03-28 19:46:00+00:00,174.93,175.085,174.91,175.085,6925,59,174.94966,AAPL
2022-03-28 19:45:00+00:00,175.045,175.05,174.93,174.93,13610,80,175.019234,AAPL
2022-03-28 19:44:00+00:00,175.075,175.1,175.035,175.04,9842,83,175.065559,AAPL
2022-03-28 19:43:00+00:00,175.065,175.1,175.055,175.075,55260,163,175.077124,AAPL
2022-03-28 19:42:00+00:00,175.055,175.085,175.035,175.065,30542,156,175.067508,AAPL
2022-03-28 19:41:00+00:00,175.055,175.06,175.045,175.055,12913,81,175.054127,AAPL
