timestamp,open_price,high_price,low_price,close_price,volume,num_trades,volume_weighted_price,symbol
2022-02-17 16:55:00+00:00,892.41,892.41,892.22,892.24,890,21,892.262445,TSLA
2022-02-17 16:54:00+00:00,892.41,892.41,892.41,892.41,218,9,892.41,TSLA
2022-02-17 16:53:00+00:00,891.99,891.99,891.9,891.9,496,19,891.93,TSLA
2022-02-17 16:52:00+00:00,892.35,892.35,892.35,892.35,262,15,892.35,TSLA
2022-02-17 16:51:00+00:00,893.56,893.6,892.87,892.93,1210,22,893.3425,TSLA
2022-02-17 16:50:00+00:00,894.55,894.63,893.91,893.91,1267,26,894.241111,TSLA
2022-02-17 16:49:00+00:00,893.39,894.99,893.37,894.99,1112,28,894.06,TSLA
2022-02-17 16:48:00+00:00,892.89,893.0,891.93,892.72,1158,26,892.722778,TSLA
2022-02-17 16:47:00+00:00,892.86,893.21,892.86,893.21,613,22,892.976667,TSLA
2022-02-17 16:46:00+00:00,893.01,893.06,892.45,892.45,1830,33,892.853,TSLA
2022-02-17 16:44:00+00:00,893.355,893.56,893.22,893.56,1007,33,893.3525,TSLA
2022-02-17 16:43:00+00:00,892.89,893.34,892.89,892.94,1534,29,893.113,TSLA
2022-02-17 16:41:00+00:00,892.23,892.23,892.23,892.23,439,32,892.23,TSLA
2022-02-17 16:40:00+00:00,893.745,893.85,892.89,892.89,1952,47,893.717,TSLA
2022-02-17 16:39:00+00:00,893.56,893.56,893.5,893.5,981,23,893.525714,TSLA
2022-02-17 16:38:00+00:00,894.21,894.51,894.09,894.51,863,28,894.288,TSLA
2022-02-17 16:37:00+00:00,893.82,893.82,893.82,893.82,618,22,893.82,TSLA
2022-02-17 16:36:00+00:00,894.42,894.42,894.42,894.42,613,23,894.42,TSLA
2022-02-17 16:35:00+00:00,895.25,895.25,895.25,895.25,446,18,895.25,TSLA
2022-02-17 16:34:00+00:00,894.51,894.635,894.35,894.635,1014,19,894.486095,TSLA
2022-02-17 16:33:00+00:00,896.185,896.185,894.38,894.38,4818,55,894.796097,TSLA
2022-02-17 16:32:00+00:00,896.695,896.97,896.19,896.22,1051,30,896.594286,TSLA
2022-02-17 16:31:00+00:00,896.17,896.755,896.02,896.7,1451,30,896.485309,TSLA
2022-02-17 16:30:00+00:00,896.73,896.73,896.25,896.31,685,21,896.498333,TSLA
2022-02-17 16:29:00+00:00,897.77,897.77,896.59,896.65,3146,65,896.998158,TSLA
2022-02-17 16:28:00+00:00,897.44,897.45,897.27,897.33,1457,43,897.370833,TSLA
2022-02-17 16:27:00+00:00,897.33,898.17,897.33,898.17,369,12,897.75,TSLA
2022-02-17 16:26:00+00:00,896.91,897.54,896.91,897.18,1075,17,897.2125,TSLA
